price,points,country,province
17.0,88,France,Alsace
36.0,87,US,California
25.0,88,France,Bordeaux
35.0,85,US,California
65.0,94,US,California
26.0,90,Italy,Tuscany
12.0,88,France,Bordeaux
42.0,88,US,California
18.0,87,Italy,Southern Italy
35.0,91,US,California
42.0,93,US,California
40.0,90,Italy,Veneto
55.0,90,France,Burgundy
110.0,93,US,California
30.0,88,US,California
60.0,88,Italy,Piedmont
15.0,89,France,Beaujolais
38.0,91,US,Oregon
15.0,82,Spain,Levante
13.0,88,US,California
55.0,92,US,California
22.0,86,Spain,Northern Spain
18.0,90,New Zealand,Central Otago
20.0,87,France,Bordeaux
10.0,83,Spain,Central Spain
12.0,87,France,Loire Valley
11.0,85,Spain,Catalonia
35.31771674744211,84,France,Bordeaux
45.0,92,Italy,Tuscany
50.0,90,Italy,Piedmont
13.0,87,US,Washington
7.0,84,Argentina,Mendoza Province
40.0,90,Portugal,Douro
45.0,89,Italy,Southern Italy
17.0,90,US,California
14.0,88,Spain,Northern Spain
36.0,87,US,California
17.0,87,US,California
33.0,87,US,New York
10.0,85,Spain,Northern Spain
13.0,89,Australia,South Australia
19.0,89,Austria,Burgenland
20.0,86,US,New York
55.0,92,US,California
14.0,87,France,Alsace
30.0,88,US,California
45.0,91,Italy,Piedmont
18.0,90,Argentina,Mendoza Province
35.31771674744211,88,Italy,Piedmont
45.0,89,Spain,Northern Spain
18.0,88,US,California
35.31771674744211,90,France,Southwest France
70.0,93,Portugal,Beiras
15.0,87,Italy,Lombardy
10.0,84,US,California
54.0,85,US,California
48.0,93,US,California
36.0,89,US,California
14.0,81,US,California
35.0,90,US,New York
24.0,87,US,Oregon
45.0,88,US,Washington
16.0,87,US,Oregon
35.0,89,Israel,Galilee
13.0,89,Argentina,Mendoza Province
24.0,86,US,California
35.0,86,US,California
25.0,87,Greece,Nemea
19.0,88,Austria,Österreichischer Sekt
11.0,86,Australia,Australia Other
10.0,88,Germany,Mosel
25.0,90,Portugal,Port
46.0,89,France,Loire Valley
30.0,87,US,Washington
18.0,87,France,Burgundy
35.31771674744211,85,Italy,Veneto
60.0,93,US,Washington
38.0,87,Greece,Pangeon
90.0,95,US,California
30.0,91,Spain,Catalonia
35.0,91,US,California
99.0,92,France,Rhône Valley
13.0,84,Italy,Central Italy
15.0,88,Portugal,Alentejo
12.0,86,France,Rhône Valley
45.0,88,US,Washington
54.0,91,US,California
17.0,91,US,Oregon
35.0,88,Italy,Tuscany
30.0,92,US,California
80.0,87,Italy,Veneto
15.0,87,US,New York
24.0,93,Austria,Wachau
12.0,85,Portugal,Tejo
17.0,86,US,Washington
48.0,89,US,California
25.0,87,US,Virginia
40.0,90,US,Oregon
32.0,92,US,Washington
27.0,88,Portugal,Lisboa
20.0,88,France,Burgundy
29.0,89,France,Rhône Valley
50.0,90,Italy,Sicily & Sardinia
36.0,90,US,California
18.0,88,France,Beaujolais
17.0,83,Australia,South Australia
22.0,90,US,New York
23.0,92,Portugal,Alentejano
16.0,87,Italy,Tuscany
40.0,87,US,Washington
70.0,90,Italy,Piedmont
11.0,83,Argentina,Mendoza Province
25.0,91,France,Southwest France
35.0,90,US,California
80.0,88,Italy,Piedmont
80.0,90,US,California
20.0,90,Italy,Piedmont
28.0,90,US,California
25.0,86,US,California
90.0,89,US,California
15.0,84,Australia,South Australia
38.0,92,Germany,Mosel
40.0,91,US,California
45.0,93,France,Southwest France
49.0,88,Italy,Central Italy
10.0,88,Spain,Northern Spain
30.0,87,US,California
24.0,86,Spain,Northern Spain
11.0,90,US,Washington
11.0,83,US,California
42.0,86,Australia,Victoria
35.0,89,US,California
48.0,84,US,California
42.0,92,US,California
28.0,87,US,Washington
15.0,89,South Africa,Western Cape
16.0,83,Spain,Northern Spain
12.0,87,France,Rhône Valley
26.0,90,Germany,Mosel
16.0,90,US,California
19.0,91,US,Oregon
59.0,92,US,California
40.0,92,US,California
24.0,91,Spain,Northern Spain
15.0,86,Italy,Central Italy
13.0,84,Australia,Australia Other
11.0,85,France,France Other
13.0,86,US,Washington
45.0,89,Italy,Tuscany
22.0,90,US,New York
27.0,88,France,Loire Valley
66.0,91,Australia,South Australia
10.0,85,Italy,Northeastern Italy
21.0,89,Argentina,Mendoza Province
13.0,83,US,California
70.0,95,Austria,Kamptal
40.0,88,Australia,South Australia
34.0,93,US,California
59.0,92,France,Beaujolais
19.0,88,France,Provence
35.31771674744211,85,Italy,Veneto
19.0,88,Austria,Weinviertel
80.0,93,US,California
18.0,89,Argentina,Mendoza Province
50.0,91,US,California
14.0,89,Argentina,Mendoza Province
60.0,89,US,Washington
59.0,88,France,Burgundy
110.0,89,Italy,Piedmont
16.0,86,Spain,Andalucia
20.0,91,Australia,Western Australia
13.0,87,Portugal,Minho
23.0,89,Italy,Northeastern Italy
18.0,85,France,Languedoc-Roussillon
28.0,83,US,California
40.0,87,US,Oregon
23.0,90,Chile,Colchagua Valley
32.0,88,France,Bordeaux
15.0,89,US,Washington
80.0,91,US,California
90.0,94,US,California
24.0,86,US,California
40.0,90,Spain,Catalonia
190.0,89,Italy,Tuscany
35.0,92,US,California
16.0,88,Chile,Cauquenes Valley
12.0,83,Chile,Cachapoal Valley
10.0,86,Italy,Tuscany
35.31771674744211,87,France,Burgundy
55.0,92,US,California
18.0,87,Chile,Elqui Valley
21.0,87,US,Washington
16.0,88,France,Southwest France
15.0,88,US,California
16.0,85,Italy,Veneto
30.0,87,US,California
13.0,86,Italy,Southern Italy
34.0,88,US,Washington
35.31771674744211,93,Italy,Piedmont
11.0,87,US,California
78.0,91,France,Burgundy
23.0,88,Spain,Spanish Islands
25.0,90,US,New York
19.0,86,US,Oregon
12.0,86,Italy,Tuscany
23.0,90,US,California
20.0,85,US,California
26.0,88,Greece,Drama
30.0,84,Germany,Mosel
40.0,93,Austria,Thermenregion
20.0,86,US,Washington
15.0,87,Chile,Central Valley
12.0,85,US,California
18.0,88,Italy,Northeastern Italy
33.0,87,US,California
30.0,86,Spain,Catalonia
28.0,90,Italy,Northeastern Italy
19.0,88,Italy,Northeastern Italy
330.0,97,France,Bordeaux
20.0,90,Italy,Piedmont
36.0,88,Italy,Sicily & Sardinia
40.0,88,France,Bordeaux
34.0,92,US,California
30.0,85,US,Washington
20.0,83,US,California
22.0,86,US,California
14.0,83,Italy,Sicily & Sardinia
55.0,92,US,California
60.0,93,Portugal,Dão
19.0,84,Lebanon,Bekaa Valley
25.0,87,France,Alsace
19.0,86,US,California
85.0,93,Argentina,Mendoza Province
60.0,88,US,California
39.0,90,France,Champagne
38.0,87,Italy,Lombardy
35.0,88,US,California
42.0,90,US,California
15.0,88,Spain,Northern Spain
8.0,84,Portugal,Lisboa
21.0,88,Spain,Catalonia
13.0,85,France,Burgundy
35.31771674744211,94,Italy,Tuscany
18.0,89,US,Washington
30.0,83,US,California
20.0,85,France,Loire Valley
17.0,87,France,Burgundy
9.0,85,Argentina,Mendoza Province
28.0,92,France,Alsace
26.0,87,US,California
12.0,86,US,California
29.0,86,France,Rhône Valley
34.0,90,US,California
50.0,89,US,Washington
55.0,94,New Zealand,Martinborough
35.31771674744211,92,Italy,Tuscany
21.0,88,US,New York
9.0,86,France,Southwest France
48.0,93,US,California
35.31771674744211,91,Portugal,Port
16.0,84,France,Alsace
20.0,88,France,Beaujolais
15.0,85,US,California
40.0,86,US,Washington
45.0,88,Italy,Piedmont
22.0,83,US,Oregon
20.0,87,US,Virginia
100.0,87,US,Michigan
22.0,90,South Africa,Swartland
50.0,85,US,California
16.0,91,US,California
36.0,88,France,Burgundy
25.0,90,US,New York
9.0,82,Spain,Northern Spain
130.0,94,France,Champagne
12.0,86,US,Oregon
10.0,87,Portugal,Tejo
20.0,84,US,Washington
19.0,88,New Zealand,Marlborough
16.0,88,US,Oregon
6.0,86,US,California
40.0,87,Italy,Sicily & Sardinia
60.0,92,France,Bordeaux
33.0,91,US,California
15.0,87,US,Washington
70.0,88,Italy,Tuscany
40.0,90,US,California
35.31771674744211,89,Italy,Central Italy
24.0,92,US,California
195.0,94,Spain,Northern Spain
20.0,89,US,California
35.31771674744211,85,Italy,Northeastern Italy
35.31771674744211,86,Italy,Veneto
25.0,87,Spain,Northern Spain
48.0,88,US,California
32.0,89,France,Burgundy
17.0,89,Austria,Niederösterreich
35.31771674744211,86,Italy,Tuscany
29.0,88,US,California
54.0,92,US,California
34.0,87,Germany,Mosel
27.0,88,US,Washington
65.0,94,US,Oregon
20.0,89,France,Alsace
35.0,87,US,California
125.0,91,US,California
50.0,91,Italy,Tuscany
25.0,89,US,Oregon
28.0,92,France,Provence
19.0,88,New Zealand,Hawke's Bay
64.0,91,US,California
51.0,91,Italy,Tuscany
40.0,89,Canada,British Columbia
15.0,85,Spain,Catalonia
22.0,89,France,Provence
10.0,85,France,Bordeaux
35.31771674744211,93,France,Bordeaux
38.0,92,US,California
33.0,83,US,California
80.0,93,US,California
13.0,90,France,Languedoc-Roussillon
17.0,87,France,Southwest France
96.0,93,Italy,Sicily & Sardinia
30.0,88,France,Loire Valley
44.0,90,US,California
6.0,86,Romania,Recas
25.0,85,US,California
12.0,85,US,California
60.0,89,US,California
39.0,88,Mexico,Valle de Guadalupe
22.0,90,Spain,Northern Spain
12.0,88,Austria,Niederösterreich
40.0,86,US,California
14.0,86,US,Washington
50.0,91,US,Washington
14.0,87,Chile,Rapel Valley
30.0,88,US,Virginia
36.0,90,South Africa,Stellenbosch
18.0,89,Spain,Northern Spain
19.0,88,France,Burgundy
9.0,82,Argentina,Mendoza Province
28.0,91,US,California
12.0,82,US,California
35.31771674744211,93,South Africa,Hemel en Aarde
14.0,85,France,Bordeaux
18.0,89,France,Loire Valley
35.31771674744211,85,France,Loire Valley
25.0,90,Italy,Northeastern Italy
35.0,88,US,Virginia
20.0,85,France,Bordeaux
25.0,89,France,Bordeaux
29.0,88,Italy,Sicily & Sardinia
20.0,89,US,New York
25.0,86,US,Oregon
42.0,89,US,California
20.0,88,US,Washington
35.0,88,US,Virginia
15.0,88,Argentina,Mendoza Province
20.0,89,Argentina,Mendoza Province
35.31771674744211,92,Portugal,Vinho Verde
150.0,90,Italy,Tuscany
11.0,83,Spain,Catalonia
8.0,85,Australia,Australia Other
18.0,90,France,Bordeaux
24.0,89,Australia,South Australia
35.31771674744211,87,Italy,Tuscany
20.0,85,US,California
40.0,82,US,California
55.0,88,US,Virginia
30.0,87,New Zealand,Central Otago
29.0,88,US,Oregon
55.0,92,US,California
15.0,87,France,Bordeaux
20.0,90,US,New York
25.0,88,Chile,Elqui Valley
11.0,86,US,Washington
30.0,89,France,Loire Valley
14.0,81,Argentina,Mendoza Province
105.0,90,US,Oregon
10.0,84,Chile,Cachapoal Valley
13.0,85,South Africa,Coastal Region
36.0,92,Argentina,Mendoza Province
20.0,94,US,Washington
100.0,91,Italy,Piedmont
60.0,91,US,Washington
26.0,89,Italy,Tuscany
50.0,84,US,California
35.0,91,US,Washington
14.0,90,US,Washington
30.0,90,Italy,Southern Italy
35.31771674744211,88,Italy,Veneto
78.0,93,US,California
36.0,90,US,New York
15.0,87,Argentina,Mendoza Province
14.0,87,US,California
50.0,91,US,California
54.0,92,US,California
11.0,82,Chile,Maule Valley
60.0,91,Italy,Veneto
50.0,92,Italy,Piedmont
14.0,86,Spain,Northern Spain
32.0,86,Italy,Sicily & Sardinia
60.0,87,France,Burgundy
25.0,86,US,California
10.0,89,Portugal,Vinho Verde
44.0,91,US,California
30.0,85,Greece,Attica
20.0,86,Spain,Central Spain
16.0,85,Spain,Catalonia
14.0,82,Spain,Northern Spain
35.0,88,Chile,Maule Valley
35.31771674744211,89,France,Burgundy
60.0,89,France,Champagne
18.0,90,Austria,Burgenland
33.0,87,France,Alsace
10.0,85,Italy,Northeastern Italy
75.0,93,US,California
9.0,86,Portugal,Vinho Verde
24.0,91,US,California
200.0,96,US,California
15.0,86,US,New York
50.0,92,France,Bordeaux
50.0,92,US,California
11.0,84,Spain,Northern Spain
14.0,87,Spain,Northern Spain
15.0,88,France,Bordeaux
24.0,80,Spain,Northern Spain
18.0,84,US,California
24.0,87,US,California
18.0,87,France,Provence
25.0,89,US,California
14.0,88,US,New York
35.31771674744211,84,Italy,Northeastern Italy
62.0,91,US,California
42.0,89,US,Washington
15.0,85,Spain,Northern Spain
45.0,86,Italy,Tuscany
26.0,87,Italy,Piedmont
33.0,93,Australia,South Australia
35.31771674744211,86,Germany,Pfalz
15.0,85,US,California
75.0,90,France,Rhône Valley
50.0,87,Italy,Piedmont
25.0,87,Italy,Central Italy
28.0,89,Italy,Tuscany
9.0,85,Spain,Northern Spain
14.0,84,Spain,Northern Spain
35.31771674744211,91,France,Bordeaux
35.31771674744211,90,Portugal,Port
89.0,91,Italy,Tuscany
35.31771674744211,92,France,Alsace
23.0,87,France,Burgundy
15.0,84,Italy,Sicily & Sardinia
35.31771674744211,92,Italy,Italy Other
130.0,95,France,Champagne
84.0,92,Italy,Piedmont
25.0,89,Italy,Tuscany
25.0,88,US,California
28.0,86,US,California
25.0,90,US,California
15.0,87,Argentina,Mendoza Province
110.0,93,Australia,South Australia
13.0,86,Italy,Southern Italy
11.0,87,Italy,Sicily & Sardinia
35.0,90,Spain,Northern Spain
20.0,84,Chile,Casablanca Valley
38.0,90,US,California
35.31771674744211,83,France,Bordeaux
27.0,90,US,California
25.0,85,US,Oregon
13.0,85,Chile,Colchagua Valley
40.0,87,US,California
35.31771674744211,90,France,Bordeaux
24.0,90,US,California
52.0,94,Austria,Kremstal
16.0,90,Spain,Catalonia
25.0,87,US,Washington
16.0,84,Uruguay,Canelones
45.0,91,US,California
21.0,84,US,California
25.0,89,France,Burgundy
107.0,93,Italy,Piedmont
17.0,86,US,California
10.0,82,Argentina,Mendoza Province
29.0,90,Italy,Tuscany
40.0,92,US,California
25.0,88,Italy,Northeastern Italy
14.0,83,Chile,Colchagua Valley
80.0,93,France,Champagne
35.0,90,Spain,Northern Spain
10.0,86,France,Beaujolais
55.0,89,US,Washington
47.0,93,US,California
35.31771674744211,86,France,Bordeaux
35.31771674744211,86,Italy,Piedmont
40.0,92,Austria,Kremstal
35.31771674744211,91,France,Loire Valley
14.0,87,Italy,Piedmont
8.0,85,Portugal,Vinho Verde
14.0,84,Italy,Southern Italy
31.0,89,US,California
65.0,90,US,California
13.0,86,Austria,Kamptal
46.0,89,US,Washington
16.0,86,US,Washington
13.0,87,France,Languedoc-Roussillon
65.0,92,US,California
12.0,89,Austria,Wagram
65.0,91,Italy,Central Italy
12.0,87,US,California
40.0,92,US,California
11.0,87,Chile,Colchagua Valley
143.0,94,France,Champagne
25.0,88,Greece,Sithonia
18.0,90,France,Loire Valley
52.0,86,US,California
20.0,87,US,California
10.0,89,Germany,Mosel
29.0,88,Italy,Piedmont
105.0,92,France,Champagne
25.0,89,US,Oregon
45.0,92,South Africa,Swartland
58.0,87,US,California
11.0,85,France,Languedoc-Roussillon
10.0,83,France,Bordeaux
15.0,88,France,Bordeaux
12.0,87,Spain,Catalonia
21.0,90,US,California
42.0,89,US,California
20.0,87,Chile,Colchagua Valley
18.0,89,France,Provence
55.0,92,US,California
50.0,88,US,California
60.0,91,US,Oregon
14.0,86,Chile,Colchagua Valley
45.0,92,US,California
35.0,88,France,Bordeaux
32.0,92,Israel,Galilee
12.0,86,US,Washington
26.0,91,Portugal,Lisboa
10.0,88,France,Bordeaux
42.0,92,US,California
50.0,94,Italy,Northeastern Italy
22.0,89,US,California
54.0,86,Italy,Lombardy
15.0,90,France,Loire Valley
24.0,87,US,Oregon
12.0,83,Spain,Northern Spain
35.31771674744211,89,Italy,Southern Italy
12.0,90,France,Southwest France
10.0,85,US,Washington
55.0,88,US,Oregon
82.0,91,Italy,Piedmont
32.0,81,Spain,Galicia
9.0,85,Spain,Northern Spain
10.0,83,Peru,Ica
32.0,92,US,California
9.0,83,Argentina,Mendoza Province
13.0,82,France,Provence
13.0,89,US,Washington
17.0,84,Italy,Veneto
19.0,88,Italy,Tuscany
17.0,83,US,Virginia
14.0,85,US,California
55.0,94,France,Southwest France
40.0,92,US,California
34.0,89,US,Oregon
24.0,87,Italy,Veneto
25.0,88,Italy,Lombardy
18.0,92,US,California
14.0,88,France,Bordeaux
20.0,86,US,California
14.0,85,France,Bordeaux
120.0,89,Argentina,Mendoza Province
35.0,89,US,California
29.0,89,US,Oregon
18.0,90,New Zealand,Awatere Valley
12.0,84,US,California
35.0,91,US,California
20.0,90,Germany,Mosel
10.0,86,Portugal,Beira Interior
25.0,90,US,California
30.0,91,US,California
35.31771674744211,88,Italy,Sicily & Sardinia
11.0,84,Spain,Northern Spain
69.0,93,Spain,Northern Spain
18.0,88,France,Alsace
18.0,84,US,California
20.0,87,US,Oregon
8.0,85,Portugal,Alentejano
30.0,86,Italy,Tuscany
26.0,86,US,New York
10.0,85,France,France Other
55.0,91,US,California
9.0,86,Italy,Central Italy
105.0,90,France,Rhône Valley
28.0,90,US,California
15.0,81,Israel,Upper Galilee
85.0,89,Italy,Piedmont
15.0,84,US,California
150.0,95,Spain,Northern Spain
6.0,82,US,California
15.0,88,Italy,Northeastern Italy
26.0,90,Italy,Sicily & Sardinia
50.0,95,US,California
17.0,85,US,California
10.0,84,US,California
20.0,90,New Zealand,Martinborough
35.0,89,US,California
24.0,91,Austria,Kamptal
40.0,90,France,Bordeaux
225.0,94,Italy,Piedmont
249.0,95,France,Champagne
12.0,88,US,Washington
28.0,87,US,California
60.0,91,Portugal,Alentejano
29.0,88,Italy,Tuscany
15.0,86,France,Bordeaux
13.0,83,Spain,Northern Spain
35.31771674744211,88,Italy,Tuscany
90.0,91,Chile,Aconcagua Valley
26.0,88,US,California
11.0,86,Australia,Australia Other
35.31771674744211,91,Italy,Piedmont
27.0,85,Israel,Galilee
21.0,87,Israel,Galilee
21.0,89,Israel,Galilee
49.0,93,Austria,Wachau
48.0,82,US,California
15.0,85,France,Beaujolais
32.0,86,US,California
35.31771674744211,87,Italy,Central Italy
19.0,85,Italy,Northeastern Italy
30.0,90,US,Washington
18.0,87,France,Bordeaux
35.31771674744211,82,France,Bordeaux
18.0,88,US,California
15.0,86,Portugal,Douro
28.0,91,US,Washington
38.0,92,US,California
17.0,88,US,California
15.0,88,US,California
45.0,94,France,Burgundy
18.0,80,France,Alsace
44.0,86,US,California
18.0,87,France,Alsace
292.0,95,Germany,Rheingau
19.0,88,Israel,Galilee
28.0,89,US,California
18.0,86,Chile,Maule Valley
32.0,90,US,California
30.0,88,US,California
34.0,94,France,Alsace
50.0,92,US,California
15.0,88,Australia,Western Australia
15.0,88,US,California
30.0,88,US,Washington
23.0,88,Italy,Piedmont
57.0,90,Austria,Thermenregion
55.0,93,US,California
11.0,89,US,California
14.0,86,US,California
12.0,83,France,Bordeaux
29.0,82,US,California
20.0,90,US,California
15.0,86,US,California
14.0,88,Spain,Northern Spain
26.0,91,Germany,Pfalz
35.0,91,US,California
22.0,88,France,France Other
16.0,85,France,Alsace
15.0,83,Argentina,Mendoza Province
12.0,87,Spain,Levante
612.0,97,Germany,Rheingau
20.0,88,France,Beaujolais
22.0,84,France,Rhône Valley
23.0,90,Austria,Wagram
27.0,96,US,California
85.0,97,US,California
42.0,88,Italy,Sicily & Sardinia
30.0,82,US,California
13.0,88,Portugal,Douro
35.31771674744211,90,France,Beaujolais
25.0,84,US,California
42.0,90,US,California
19.0,87,US,California
45.0,90,US,California
15.0,88,Italy,Northeastern Italy
15.0,86,South Africa,Robertson
15.0,84,France,Languedoc-Roussillon
32.0,89,US,Washington
10.0,85,Portugal,Alentejano
22.0,90,US,California
39.0,89,US,Oregon
15.0,88,US,California
28.0,84,US,California
20.0,91,US,California
35.31771674744211,87,Italy,Piedmont
30.0,89,US,Oregon
38.0,92,US,California
24.0,91,US,California
50.0,90,Greece,Letrinon
48.0,93,US,California
23.0,90,US,Washington
48.0,92,US,California
30.0,87,France,Loire Valley
12.0,87,Australia,Australia Other
10.0,85,Spain,Central Spain
50.0,88,Italy,Central Italy
43.0,84,Australia,Western Australia
60.0,92,US,California
30.0,84,US,California
35.31771674744211,89,Italy,Tuscany
33.0,88,Portugal,Douro
18.0,84,US,California
35.31771674744211,95,France,Burgundy
8.0,85,Portugal,Vinho Verde
18.0,87,France,Bordeaux
50.0,90,France,Rhône Valley
13.0,88,France,France Other
29.0,90,US,California
15.0,90,US,America
35.31771674744211,89,Austria,Südsteiermark
70.0,92,US,California
22.0,87,US,Virginia
20.0,87,Italy,Tuscany
10.0,85,Portugal,Alentejano
38.0,85,US,Oregon
26.0,86,US,California
44.0,91,US,California
35.31771674744211,87,Austria,Niederösterreich
45.0,91,US,California
16.0,85,US,California
7.0,87,US,California
25.0,82,US,California
18.0,88,Italy,Veneto
30.0,92,US,California
35.31771674744211,88,Italy,Tuscany
20.0,84,US,New York
23.0,91,Austria,Niederösterreich
80.0,89,Australia,South Australia
20.0,87,US,California
17.0,85,South Africa,Paarl
35.31771674744211,89,Portugal,Douro
40.0,89,Italy,Piedmont
35.31771674744211,89,France,Burgundy
35.0,88,Italy,Tuscany
14.0,84,Greece,Nemea
30.0,87,US,California
90.0,88,France,Champagne
27.0,91,Germany,Mosel-Saar-Ruwer
19.0,91,US,California
35.31771674744211,90,Italy,Piedmont
14.0,84,US,California
50.0,91,US,Washington
35.0,93,US,California
35.0,90,US,California
11.0,84,US,California
70.0,86,US,California
40.0,92,New Zealand,Marlborough
35.31771674744211,86,France,Burgundy
59.0,95,Italy,Piedmont
20.0,88,Italy,Northeastern Italy
45.0,88,US,Oregon
40.0,90,Italy,Piedmont
22.0,91,Germany,Mosel
10.0,87,France,Bordeaux
27.0,89,US,California
25.0,85,US,California
12.0,87,US,Washington
15.0,85,US,California
60.0,90,France,Bordeaux
48.0,92,US,Washington
62.0,93,US,California
22.0,88,Italy,Tuscany
35.31771674744211,91,France,Beaujolais
10.0,83,Spain,Northern Spain
50.0,92,US,California
50.0,91,US,California
35.0,92,Portugal,Alentejano
15.0,86,US,Oregon
25.0,92,France,Southwest France
28.0,87,US,Washington
35.0,89,France,Provence
38.0,86,US,California
40.0,89,Israel,Galilee
55.0,88,France,Champagne
30.0,89,US,Washington
18.0,85,Italy,Northeastern Italy
12.0,87,France,Languedoc-Roussillon
11.0,86,Germany,Rheinhessen
40.0,92,US,California
35.0,88,US,California
74.0,92,Italy,Tuscany
29.0,92,France,Beaujolais
25.0,87,US,California
22.0,90,Portugal,Port
28.0,88,Italy,Tuscany
9.0,83,Chile,Central Valley
50.0,95,Germany,Mosel
15.0,88,Chile,Maipo Valley
25.0,90,Italy,Tuscany
11.0,86,France,Southwest France
15.0,86,Israel,Galilee
17.0,87,US,California
8.0,84,Spain,Central Spain
14.0,87,Austria,Kamptal
20.0,91,Australia,South Australia
16.0,80,US,Missouri
17.0,89,France,Provence
38.0,85,US,California
18.0,86,France,Rhône Valley
30.0,91,US,Washington
39.0,88,US,California
25.0,84,US,California
21.0,85,US,California
18.0,88,France,Alsace
20.0,86,US,California
10.0,87,France,Bordeaux
18.0,89,France,France Other
15.0,85,Chile,Curicó Valley
24.0,85,France,Loire Valley
22.0,86,US,Oregon
16.0,86,Italy,Tuscany
23.0,84,US,California
70.0,90,Italy,Tuscany
35.0,92,Italy,Sicily & Sardinia
130.0,86,Italy,Piedmont
10.0,80,Chile,Central Valley
11.0,85,Portugal,Vinho Verde
8.0,82,Argentina,Mendoza Province
19.0,86,Italy,Tuscany
40.0,88,US,New York
8.0,84,Spain,Northern Spain
28.0,86,US,California
37.0,91,US,California
15.0,88,Italy,Tuscany
48.0,88,US,California
32.0,86,Portugal,Douro
30.0,88,US,Oregon
70.0,89,New Zealand,Martinborough
39.0,86,US,California
35.0,87,US,Washington
45.0,94,US,California
16.0,88,France,Southwest France
75.0,88,US,California
35.31771674744211,86,France,Southwest France
26.0,88,Austria,Burgenland
29.0,82,US,California
44.0,92,US,California
28.0,88,US,Oregon
10.0,81,US,California
35.31771674744211,93,France,Bordeaux
13.0,86,Italy,Sicily & Sardinia
49.0,94,France,Rhône Valley
28.0,92,Italy,Piedmont
35.0,91,US,California
20.0,86,Australia,Western Australia
14.0,89,France,Languedoc-Roussillon
38.0,94,France,Alsace
40.0,92,Germany,Mosel
38.0,89,US,Oregon
26.0,91,US,Washington
13.0,87,France,Languedoc-Roussillon
58.0,92,US,California
69.0,92,Germany,Rheingau
15.0,89,Spain,Northern Spain
11.0,87,Italy,Veneto
22.0,85,US,California
26.0,88,US,California
13.0,86,US,Washington
24.0,87,US,California
14.0,84,France,Loire Valley
28.0,90,Portugal,Alentejano
25.0,88,France,Languedoc-Roussillon
20.0,87,Italy,Central Italy
10.0,83,Portugal,Alentejano
14.0,87,Portugal,Lisboa
40.0,91,US,Washington
19.0,88,Spain,Northern Spain
35.0,90,US,California
39.0,92,US,Washington
17.0,87,Italy,Sicily & Sardinia
20.0,86,France,Provence
45.0,87,France,Bordeaux
35.31771674744211,90,France,Beaujolais
9.0,87,Spain,Northern Spain
21.0,91,US,California
34.0,90,Italy,Veneto
35.0,89,US,Washington
24.0,91,Austria,Kamptal
32.0,89,US,Idaho
40.0,89,US,California
90.0,90,US,California
66.0,94,US,California
37.0,91,Germany,Baden
39.0,92,US,Oregon
14.0,86,Italy,Piedmont
42.0,93,US,Oregon
58.0,89,France,Rhône Valley
150.0,94,France,Bordeaux
40.0,92,Chile,Cachapoal Valley
30.0,86,US,California
10.0,85,Chile,Central Valley
15.0,88,France,Loire Valley
60.0,95,Italy,Tuscany
35.31771674744211,88,Italy,Tuscany
30.0,88,US,Washington
500.0,94,US,California
11.0,81,US,California
90.0,91,Italy,Veneto
35.0,91,Chile,Colchagua Valley
74.0,90,Italy,Piedmont
11.0,87,Spain,Catalonia
18.0,90,US,California
35.0,90,Portugal,Alentejano
10.0,86,Portugal,Tejo
12.0,83,US,California
12.0,87,Argentina,Mendoza Province
12.0,86,US,California
20.0,84,US,California
20.0,89,Canada,Ontario
60.0,92,US,California
45.0,88,US,Oregon
30.0,89,US,Virginia
80.0,89,Italy,Sicily & Sardinia
37.0,90,US,California
17.0,88,US,Oregon
8.0,84,Chile,Maule Valley
617.0,100,France,Champagne
60.0,91,US,Oregon
18.0,90,US,California
25.0,85,US,New York
10.0,87,France,Southwest France
13.0,85,France,France Other
80.0,87,US,California
18.0,86,South Africa,Franschhoek
18.0,85,US,Oregon
50.0,93,US,California
450.0,97,US,California
25.0,88,US,New York
19.0,83,Argentina,Other
23.0,89,Italy,Southern Italy
23.0,86,US,Michigan
35.31771674744211,88,Portugal,Vinho Espumante de Qualidade
17.0,85,Italy,Central Italy
25.0,85,US,California
49.0,93,France,Bordeaux
56.0,86,US,California
28.0,85,France,Loire Valley
14.0,83,Spain,Catalonia
50.0,89,France,Burgundy
15.0,88,US,California
60.0,91,US,California
12.0,88,Italy,Northeastern Italy
11.0,85,US,New York
80.0,91,Italy,Piedmont
110.0,92,US,California
35.0,84,Georgia,Kakheti
15.0,84,US,New York
35.31771674744211,88,US,California
19.0,87,Italy,Tuscany
14.0,84,Italy,Sicily & Sardinia
23.0,87,Austria,Burgenland
65.0,95,US,Oregon
17.0,85,Portugal,Tejo
60.0,95,US,Oregon
19.0,86,Argentina,Mendoza Province
35.31771674744211,86,Portugal,Douro
49.0,93,US,California
35.31771674744211,87,Italy,Lombardy
40.0,90,US,Washington
24.0,90,France,Alsace
75.0,90,Italy,Tuscany
15.0,84,US,Idaho
48.0,93,US,California
50.0,92,Italy,Piedmont
9.0,88,Australia,South Australia
45.0,83,US,California
12.0,85,Chile,Maule Valley
17.0,87,Italy,Northeastern Italy
35.0,86,US,Oregon
19.0,88,Argentina,Mendoza Province
7.0,82,US,California
15.0,90,Australia,New South Wales
50.0,88,France,Burgundy
25.0,90,Spain,Northern Spain
35.31771674744211,89,Portugal,Tejo
25.0,90,US,California
